person_id,institution,program
431,"Luzerne County Community College, Wilkes University","Computer Programming Certificate, Bachelor of Science in Mathematics in Education"
432,Cazenovia College,"Bachelor of Professional Studies in Management in Management, Accounting, ACCOUNTING AND BUSINESS COURSE WORK"
433,"University of Maryland University College, Frostburg State University","Master of Business Administration in Business Administration, Bachelor of Science in Business Administration"
434,"Institut Teknologi Adhi Tama Surabaya, SMAN 4 DENPASAR, SMPN 2 DENPASAR, SDN 10 Dauh Puri Kauh",s1 in Teknik Lingkungan
435,"Montana State University, Jawaharlal Nehru Technological University","Master of Science in Computer Science, Bachelor of Technology in Information Technology"
436,Colorado State University-Pueblo,Bachelor's in Computer Information Systems
437,Mahatma Gandhi University,Bachelor's
438,"Bhoj Reddy College of Engineering for Women, University of Southern California","Bachelor of Technology in Computer Science Engineering, MS in Data Informatics"
439,Gujarat University,Bachelors of Engineering in Information Technology
441,"University of Florida, Santa Fe College","Bachelor of Science in Mathematics, Dual Enrollment"
442,Salem State University,Bachelor's Degree of Science in Computer Science Concentration in Software Engineering in Computer Science
443,"Campbellsville University, Northeastern University of Boston, University of Mumbai","post graduate diploma, MBA, B.sc"
444,Anna University,Bachelor's degree in Electronics & Communication
445,"Ashworth College, Mississippi State University","Certification in Bookkeeping, None in Pre-Veterinary Medicine"
446,"Southern Illinois University at Edwardsville, Eastern Illinois University","Bachelor's in Computer Management and Information Systems, Bachelor's in Home Economics"
447,California Lutheran University,"MS in Information Systems in Project Management, Business"
448,North Carolina Agricultural and Technical State University,Bachelor of Science in Management Information Systems
449,Central State University,Bachelor of Arts in Mass Communications and Broadcasting
450,Dire Dawa University,Bachelors of Science in Computer Science
451,"University of Phoenix, Colorado Technical University","Certificate in Cybersecurity, License"
452,UNIVERSITY OF DELAWARE,Bachelor of Arts in History
454,Southern New Hampshire University,"Master's in Information Technology, Bachelor of Science in Information Technology, Associate of Science in Information Technology"
455,"FULL SAIL UNIVERSITY, UNIVERSITY OF CENTRAL OKLAHOMA","Master's in Business Intelligence, Bachelor's in Business Administration and Management Information Systems"
456,"Siena Heights University, Schoolcraft College, Madonna University","Bachelor's Degree in Business Administration, Associates Degree in Business and Medical Office, Gerontology"
457,"Cal State University Chico, William Jessup University",Business Administration
458,"Northern Virginia Community College, Universidad National Federico Villarreal","Career Studies Certificate in Business Information Technology, Bachelor's in Systems Engineer, English as Second Language"
459,,
460,State University of New York at Stony Brook,BA in Theatre
461,Syracuse University,Master of Science in Engineering Management
462,University of Memphis,
463,Shippensburg University,Bachelor of Science in Economics
464,"Addis Ababa University, Addis Ababa University School of commerce","BSC in Electrical and computer engineering, BA in Accounting and Finance"
465,"MINOT STATE UNIVERSITY, BERTHOLD PUBLIC HIGH SCHOOL","Management Information Systems, High school or equivalent"
466,"University of Maryland Eastern Shore, University of Benin","Master of Science in Computer Science, Bachelor of Science in Economics and Mathematics"
468,College of DuPage,
470,"Texas A&M University-Commerce, Npower Technology Corp/ El Centro college, Navarro College","BS in Computer Information Systems, CE in Cyber security, AS in Computer Science"
471,University of Maryland Eastern Shore,
472,"Arizona State University, Gateway Community College","Art Studies, General Studies"
473,"American Broadcasting School, Spartan School of Aeronautics, Hanahan High School",
474,Arkansas State University,B.S. in Computer and Info. Technology
475,Bachelor's,
476,"Kapiolani Community College, George Mason University, Southeastern University, Guangdong University of Technology","A.S. in Accounting, M.S. in Information System, M.S. in Computer Science, B.E. in Computer Engineering"
477,"Indiana University - Bloomington, IN",Bachelor of Science in Parks and Recreation Administration
478,Kaplan Career Institute,Associate's Degree in Computer Network Technology
479,University of Oklahoma,Bachelors of Computer Science in BCS
480,The University of Texas at Dallas,Bachelors of Science in Supply Chain Management and Information Technology & Systems in Supply Chain Management
481,University of Maryland Eastern Shore,M. S. in Applied Computer Science
482,Howard University School of Business,"Master of Business Administration in Supply Chain and Strategic Management, Bachelor of Business Administration in Information Systems"
483,"Carnegie Mellon University, Colorado School of Mines","Management and Public Policy in Management and minor in Management Information Systems, Metallurgical Engineering in Mineral Processing Metallurgy and Extractive Metallurgy"
484,"Sungkyunkwan University, San Francisco State University","International Business, Business Administration"
486,"Glasgow Caledonian University, Comsats institute of information technology","Masters in Management Information Systems, Masters in Information Technology"
487,"University of the Cumberlands, University of Kentucky","Master's in Information Technology, Bachelor's in English Literature"
488,"Southern New Hampshire University, University of Maryland","Master of Science in (MS), Healthcare Informatics / Database Design, Bachelor of Science in (BS), Biology"
489,"Technical university Ostrava, Information Technology High School","Bachelor's in Computer Science, High school or equivalent in Computer Science"
490,"University of Central Florida, Tallahassee Community College","Certificate of Completion in Full Stack Web Development, Associate in Arts"
491,,
492,"Ball State University, University of Southern Indiana","Master's Degree in Information and Communication Sciences, Bachelor's Degree in Sociology"
493,"Troy University, Florida State University","Masters of Public Administration in Justice Administration, Bachelors of Science in Criminology in Criminology"
494,LAGOS STATE UNIVERSITY,Bsc in Sociology
495,Osmania University,Masters
496,Texas Southern University,Journalism/Public Relations
497,"Lincoln Christian University, The Illinois Center for Broadcasting","Bachelor of Arts in Leadership and Management, Diploma in Broadcast Technology"
498,"The Chicago School of Professional Psychology, Trinity Washington University, Washington Adventist University","Master of Arts in Counseling Psychology, Bachelor of Arts in Human Relations, Master of Science in Clinical Mental Health Counseling"
499,,
501,"George Mason University, Montgomery College","Bachelor's Degree Religious Ethics, Information Technology Training"
502,Management Software Center of Learning; Cornerstone; Success Factors; SumTotal & Smart Solve,
503,"Regis University, Edgewood College","Master of Science in Database Technologies, Bachelor of Science in Computer Information System"
504,"DeVry College of New York, Gujarat University","Master of Science in information system management, Bachelor of Engineering in Electronics and Communications"
505,"University of Benin, Edo State",Bachelor in Computer Science
506,Mount Holyoke College,B.A. in Sociology
507,ITU,Master's in Computer Science
508,"National College of Information Technology, Chinamwali Boys Private Secondary School",Diploma in Computer Studies
510,"Polytechnic University of Puerto Rico, Inter American University - Law School, University of Puerto Rico","MSc in Geospatial Science and Technology, Juris Doctor in Law, Master in Planning in Environmental, Urban and Economic Planning, BS in Physical Geography and Geospatial Technology"
