person_id,ability
51,"detail oriented, analytical, troubleshooting, data modeling, gathering and analyzing business requirement, managing large databases, backup/recovery, performance tuning, developing and managing reports, monitoring, stored procedures, triggers, functions, constraints, views, Microsoft Reporting Services, Crystal Reports, database third party tools, planning and organizing, prioritize, quick response, team player"
52,"Oracle Database Administration, PostgreSQL Database Administration, Database Security, Cloud Databases, Database Backup and Recovery, Database Performance Tuning, Database Monitoring, Database Encryption, Compliance, Automation"
53,"Oracle database administration, performance tuning, database backup, database recovery, database security, data migration, SQL-server databases, Data Replication, Snapshot, Clone, Data pump export/import, RMAN, Oracle Databases, Backup and Recovery strategies, Data Guard, Database Cloning and Refreshing, OEM, TOAD, ETL, SQL loader, Crontab, CPU/PSU Patches, Database performance tuning, AWR, ADDM, SQL tuning, Undo, Segment, MTTR, Memory"
54,"Database administration, Database, Oracle, Postgresql, Sql, Linux, Linux/unix, Unix, Erp, Python, Bash, Cisco, Writing test, Test cases, Quality assurance, Writing test cases, Maintenance"
55,"Software Development, Database Design and Development, SDLC, Python, ODOO, Client-Server Technologies, Requirement Gathering, Technical Problem Solving, Debugging, Interpersonal Skills, Communication Skills, Customer Management, PostgreSQL, JavaScript, HTML, XML, CSS, Git, Mercurial, Linux, Agile Methodologies, REST API"
56,"Designed, developed, and managed web applications, Created software to transfer data to/from third-party systems, Built web applications from the ground up, Improved and troubleshoot web applications, databases, and feeds, Collaborated with writers and designers to create web content, Assisted realtors with websites functionality training and listings syndication, Created and Improved functionality for property management system, Created and maintained automated periodic reports and notifications, Managed planning, implementation, configuration, and administration of databases, Monitored and managed database backups, logs, and restore/recover data, Installed, maintained, troubleshoot and repair electronic devices' software and hardware, Taught pre-calculus and calculus class to top 10 honor students, Created, maintained and managed students' ID cards, email accounts and files, Created school website using HTML, CSS and bootstrap"
57,"Database development, SQL Server administration, Business Intelligence Technologies, ETL processes, Database architecture, Database design, Database migration, Database replication, Database maintenance, SQL Server management, SSIS development, SSRS reporting, Performance tuning, Data analysis, Production support, Client communication"
58,"information analysis, reporting, process improvement, database support, client support, database design, database administration, database maintenance"
59,"SQL Server, SQL, Citrix, VMware, Server administration, SQL DBA, ETL, DBA, SSIS, RAC, SQL Database"
60,"Application Administrator, Database Administrator, Security Administrator, Problem Solving, Bilingual"
61,"SQL Server Database Administration, Database Management, Database Design, SDLC, Database Monitoring, Troubleshooting, Database Migration, Database Upgrade, Database Software Configuration, Database Tools Configuration, Performance Monitoring, Database Physical Design, Database Upgrades, Software Patches, Database Object Maintenance, Database Scripting, Database Maintenance, Database Clustering, Database Failover, Database Load Balancing, Database Backup and Recovery, Database Performance Tuning, Change Control Procedures, SQL Server Clustering, Data Partitioning, Windows Server Configuration, SQL Server Reporting Services Configuration, SQL Server Replication Configuration, SQL Server Log Shipping Configuration, T-SQL Programming, Stored Procedure Development, Data Modeling, Data Import/Export, SSRS Reporting, Database High Availability"
62,"Agile Methodology, Scrum Master, Database Administration, Oracle Database, RMAN, Backup and Recovery, Database Cloning, Database Migration, Scrum Ceremonies, Impediment Identification, Client Management, User Training"
63,"Oracle Database Administration, Oracle RAC, RMAN Backup and Recovery, Performance Tuning, Database Cloning, Oracle Cloud (OCI), Oracle Enterprise Manager (OEM), Oracle Data Guard, Oracle Golden Gate, SQL Server, MySQL, Unix Shell Scripting, Oracle EBS 11i & R12 Administration, Database Refresh and Patch Management, Database Security, Oracle Database Installation and Patching"
64,"MS SQL Server, MS SQL BI Stack, MySQL, TSQL, Replication, Data Modeling, Data Warehouse Design, ETL Processing, TDE, Data Ingestion, SQL Server Clustering, High Availability Groups, VLDB, Microsoft Master Data Services, MS Power BI, PowerShell, Python, PERL, Visual Studio, Cacti, Red Gate SQL Suite, SQL Sentry, BI Sentry, MS Extended Events, MS Visual Studio/Team Foundation Server, Git, Windows Server, MS Clustering, NetApp Snap Manager, EMC SAN/Replication Manager, Active Directory Services, WSUS, VMWare, Azure, SQL Server Jobs, ETL, Automation, Data Ingestion, Encryption, High Availability Databases, Clustering, Replication, Log Shipping, Monitoring, Azure VMs, IaaS, AD Security Model, SSRS Reports, SQL Queries, HL7 Interfaces, Data Encryption/Decryption, Data Collection, Alert Reporting, Results Reporting, EMR Integration, RPM Tools and Technologies, Transactional Replication, Architecture and Scalability Design, Troubleshooting, Disaster Recovery, Database Refresh, Security Model, Change Control, Patch Management, SQL Engine Upgrades, Data Repository Upgrades, PowerShell Scripting, ETL Management, SSRS Design and Management, Data Quality, DISA Security Standards, VSphere Administration, Active Batch, SQL Analysis Services, SQL Reporting Services, Microsoft Dynamics AX, Performance Troubleshooting, ETL Design and Maintenance, SSRS Customization, Vendor Application Integration, SAN Fabric Design, Sharepoint Migration, Security Management, Monitoring, SSIS Development, Case Management, Premier Customer Support"
